reci recn reclat recscale
 0.396 22 164.975 0.018
 0.408 23 163.975 0.018
 0.42 23 163 0.018
 0.432 24 162.075 0.018
 0.444 24 161.2 0.018
 0.456 24 160.35 0.018
 0.468 24 159.55 0.018
 0.48 25 158.75 0.018
 0.492 25 158.025 0.018
 0.504 25 157.3 0.018
 0.516 26 156.6 0.018
 0.528 26 155.95 0.018
 0.54 26 155.3 0.018
 0.552 26 154.7 0.018
 0.564 8 154.1 0.018
 0.576 7 153.525 0.018
 0.588 6 153 0.018
 0.6 6 152.475 0.018
 0 0 600 0.019
 0.012 0 600 0.019
 0.024 0 600 0.019
 0.036 0 600 0.019
 0.048 3 361.925 0.019
 0.06 4 317.45 0.019
 0.072 5 289.375 0.019
 0.084 6 269.525 0.019
 0.096 7 254.55 0.019
 0.108 8 242.775 0.019
 0.12 9 233.225 0.019
 0.132 9 225.325 0.019
 0.144 10 218.65 0.019
 0.156 11 212.925 0.019
 0.168 12 207.925 0.019
 0.18 12 203.575 0.019
 0.192 13 199.7 0.019
 0.204 14 196.225 0.019
 0.216 15 193.1 0.019
 0.228 15 190.3 0.019
 0.24 16 187.725 0.019
 0.252 17 185.35 0.019
 0.264 17 183.175 0.019
 0.276 18 181.175 0.019
 0.288 18 179.325 0.019
 0.3 19 177.575 0.019
 0.312 19 175.95 0.019
 0.324 20 174.45 0.019
 0.336 20 173 0.019
 0.348 21 171.65 0.019
 0.36 21 170.4 0.019
 0.372 22 169.175 0.019
 0.384 22 168.025 0.019
 0.396 22 166.95 0.019
 0.408 23 165.9 0.019
 0.42 23 164.925 0.019
 0.432 23 163.975 0.019
 0.444 24 163.075 0.019
 0.456 24 162.2 0.019
 0.468 24 161.375 0.019
 0.48 25 160.575 0.019
 0.492 25 159.8 0.019
 0.504 25 159.075 0.019
 0.516 25 158.375 0.019
 0.528 26 157.7 0.019
 0.54 26 157.05 0.019
 0.552 26 156.4 0.019
 0.564 8 155.8 0.019
 0.576 7 155.225 0.019
 0.588 6 154.65 0.019
 0.6 6 154.125 0.019
 0 0 600 0.02
 0.012 0 600 0.02
 0.024 0 600 0.02
 0.036 0 600 0.02
 0.048 2 369.425 0.02
 0.06 4 323.7 0.02
 0.072 5 294.825 0.02
 0.084 6 274.4 0.02
 0.096 7 258.975 0.02
 0.108 8 246.85 0.02
 0.12 8 237.05 0.02
 0.132 9 228.9 0.02
 0.144 10 222.025 0.02
 0.156 11 216.125 0.02
 0.168 12 211 0.02
 0.18 12 206.5 0.02
 0.192 13 202.5 0.02
 0.204 14 198.95 0.02
 0.216 14 195.725 0.02
 0.228 15 192.825 0.02
 0.24 16 190.175 0.02
 0.252 16 187.75 0.02
 0.264 17 185.525 0.02
 0.276 18 183.475 0.02
 0.288 18 181.55 0.02
 0.3 19 179.775 0.02
 0.312 19 178.1 0.02
 0.324 20 176.55 0.02
 0.336 20 175.075 0.02
 0.348 21 173.7 0.02
 0.36 21 172.375 0.02
 0.372 21 171.15 0.02
 0.384 22 169.975 0.02
 0.396 22 168.85 0.02
 0.408 23 167.8 0.02
 0.42 23 166.775 0.02
 0.432 23 165.825 0.02
 0.444 24 164.9 0.02
 0.456 24 164 0.02
 0.468 24 163.15 0.02
 0.48 25 162.325 0.02
 0.492 25 161.55 0.02
 0.504 25 160.8 0.02
 0.516 25 160.075 0.02
 0.528 26 159.375 0.02
 0.54 26 158.725 0.02
 0.552 26 158.075 0.02
 0.564 9 157.45 0.02
 0.576 7 156.85 0.02
 0.588 6 156.275 0.02
 0.6 6 155.7 0.02
