reci recn reclat recscale
 1.41 55 101.1 0.0005
 1.44 56 101.075 0.0005
 1.47 56 101.05 0.0005
 1.5 57 101.05 0.0005
 0 0 600 0.001
 0.03 0 600 0.001
 0.06 0 600 0.001
 0.09 0 600 0.001
 0.12 0 600 0.001
 0.15 0 600 0.001
 0.18 0 600 0.001
 0.21 1 107.575 0.001
 0.24 15 105.8 0.001
 0.27 19 104.9 0.001
 0.3 22 104.3 0.001
 0.33 24 103.85 0.001
 0.36 26 103.5 0.001
 0.39 28 103.225 0.001
 0.42 29 103 0.001
 0.45 31 102.8 0.001
 0.48 32 102.625 0.001
 0.51 33 102.5 0.001
 0.54 34 102.375 0.001
 0.57 35 102.25 0.001
 0.6 36 102.15 0.001
 0.63 37 102.05 0.001
 0.66 38 101.975 0.001
 0.69 39 101.9 0.001
 0.72 40 101.85 0.001
 0.75 40 101.775 0.001
 0.78 41 101.725 0.001
 0.81 42 101.675 0.001
 0.84 43 101.625 0.001
 0.87 43 101.575 0.001
 0.9 44 101.525 0.001
 0.93 45 101.5 0.001
 0.96 45 101.45 0.001
 0.99 46 101.425 0.001
 1.02 47 101.375 0.001
 1.05 47 101.35 0.001
 1.08 48 101.325 0.001
 1.11 48 101.3 0.001
 1.14 49 101.275 0.001
 1.17 50 101.25 0.001
 1.2 50 101.225 0.001
 1.23 51 101.2 0.001
 1.26 51 101.175 0.001
 1.29 52 101.15 0.001
 1.32 53 101.15 0.001
 1.35 53 101.125 0.001
 1.38 54 101.1 0.001
 1.41 54 101.1 0.001
 1.44 55 101.075 0.001
 1.47 55 101.05 0.001
 1.5 56 101.05 0.001
 0 0 600 0.0015
 0.03 0 600 0.0015
 0.06 0 600 0.0015
 0.09 0 600 0.0015
 0.12 0 600 0.0015
 0.15 0 600 0.0015
 0.18 0 600 0.0015
 0.21 0 600 0.0015
 0.24 0 600 0.0015
 0.27 1 105.275 0.0015
 0.3 1 104.475 0.0015
 0.33 1 103.95 0.0015
 0.36 10 103.575 0.0015
 0.39 18 103.275 0.0015
 0.42 22 103.025 0.0015
 0.45 24 102.825 0.0015
 0.48 26 102.65 0.0015
 0.51 27 102.5 0.0015
 0.54 29 102.375 0.0015
 0.57 30 102.25 0.0015
 0.6 31 102.15 0.0015
 0.63 33 102.075 0.0015
 0.66 34 101.975 0.0015
 0.69 35 101.9 0.0015
 0.72 36 101.85 0.0015
 0.75 37 101.775 0.0015
 0.78 38 101.725 0.0015
 0.81 38 101.675 0.0015
 0.84 39 101.625 0.0015
 0.87 40 101.575 0.0015
 0.9 41 101.525 0.0015
 0.93 42 101.475 0.0015
 0.96 42 101.45 0.0015
 0.99 43 101.425 0.0015
 1.02 44 101.375 0.0015
 1.05 44 101.35 0.0015
 1.08 45 101.325 0.0015
 1.11 46 101.3 0.0015
 1.14 47 101.275 0.0015
 1.17 47 101.25 0.0015
 1.2 48 101.225 0.0015
 1.23 48 101.2 0.0015
 1.26 49 101.175 0.0015
 1.29 50 101.15 0.0015
 1.32 50 101.125 0.0015
 1.35 51 101.125 0.0015
 1.38 52 101.1 0.0015
 1.41 52 101.075 0.0015
 1.44 53 101.075 0.0015
 1.47 53 101.05 0.0015
 1.5 54 101.025 0.0015
 0 0 600 0.002
 0.03 0 600 0.002
 0.06 0 600 0.002
 0.09 0 600 0.002
 0.12 0 600 0.002
 0.15 0 600 0.002
 0.18 0 600 0.002
 0.21 0 600 0.002
 0.24 0 600 0.002
 0.27 0 600 0.002
 0.3 1 104.825 0.002
 0.33 1 104.1 0.002
 0.36 1 103.65 0.002
 0.39 1 103.325 0.002
 0.42 1 103.075 0.002
 0.45 1 102.85 0.002
 0.48 1 102.675 0.002
 0.51 8 102.525 0.002
 0.54 13 102.375 0.002
 0.57 20 102.275 0.002
 0.6 23 102.15 0.002
 0.63 25 102.075 0.002
 0.66 27 101.975 0.002
 0.69 28 101.9 0.002
 0.72 30 101.85 0.002
 0.75 31 101.775 0.002
 0.78 32 101.725 0.002
 0.81 33 101.675 0.002
 0.84 34 101.625 0.002
 0.87 35 101.575 0.002
 0.9 36 101.525 0.002
 0.93 37 101.475 0.002
 0.96 38 101.45 0.002
 0.99 39 101.425 0.002
 1.02 40 101.375 0.002
 1.05 40 101.35 0.002
 1.08 41 101.325 0.002
 1.11 42 101.3 0.002
 1.14 43 101.275 0.002
 1.17 43 101.25 0.002
 1.2 44 101.225 0.002
 1.23 45 101.2 0.002
 1.26 46 101.175 0.002
 1.29 46 101.15 0.002
 1.32 47 101.125 0.002
 1.35 48 101.125 0.002
 1.38 48 101.1 0.002
 1.41 49 101.075 0.002
 1.44 50 101.075 0.002
 1.47 51 101.05 0.002
 1.5 51 101.025 0.002
 0 0 600 0.0025
 0.03 0 600 0.0025
 0.06 0 600 0.0025
 0.09 0 600 0.0025
 0.12 0 600 0.0025
 0.15 0 600 0.0025
 0.18 0 600 0.0025
 0.21 0 600 0.0025
 0.24 0 600 0.0025
 0.27 0 600 0.0025
 0.3 0 600 0.0025
 0.33 1 104.425 0.0025
 0.36 1 103.775 0.0025
 0.39 1 103.4 0.0025
 0.42 1 103.1 0.0025
 0.45 1 102.875 0.0025
 0.48 1 102.7 0.0025
 0.51 1 102.525 0.0025
 0.54 1 102.4 0.0025
 0.57 1 102.275 0.0025
 0.6 1 102.175 0.0025
 0.63 1 102.075 0.0025
 0.66 7 101.975 0.0025
 0.69 10 101.9 0.0025
 0.72 13 101.85 0.0025
 0.75 17 101.775 0.0025
 0.78 18 101.725 0.0025
 0.81 24 101.675 0.0025
 0.84 26 101.625 0.0025
 0.87 28 101.575 0.0025
 0.9 29 101.525 0.0025
 0.93 31 101.475 0.0025
 0.96 32 101.45 0.0025
 0.99 33 101.4 0.0025
 1.02 34 101.375 0.0025
 1.05 35 101.35 0.0025
 1.08 36 101.325 0.0025
 1.11 37 101.3 0.0025
 1.14 38 101.275 0.0025
 1.17 39 101.25 0.0025
 1.2 40 101.225 0.0025
 1.23 41 101.2 0.0025
 1.26 41 101.175 0.0025
 1.29 42 101.15 0.0025
 1.32 43 101.125 0.0025
 1.35 44 101.1 0.0025
 1.38 45 101.1 0.0025
 1.41 46 101.075 0.0025
 1.44 46 101.05 0.0025
 1.47 47 101.05 0.0025
 1.5 48 101.025 0.0025
 0 0 600 0.003
 0.03 0 600 0.003
 0.06 0 600 0.003
 0.09 0 600 0.003
 0.12 0 600 0.003
 0.15 0 600 0.003
 0.18 0 600 0.003
 0.21 0 600 0.003
 0.24 0 600 0.003
 0.27 0 600 0.003
 0.3 0 600 0.003
 0.33 0 600 0.003
 0.36 1 104.025 0.003
 0.39 1 103.5 0.003
 0.42 1 103.175 0.003
 0.45 1 102.925 0.003
 0.48 1 102.725 0.003
 0.51 1 102.55 0.003
 0.54 1 102.4 0.003
 0.57 1 102.275 0.003
 0.6 1 102.175 0.003
 0.63 1 102.075 0.003
 0.66 1 102 0.003
 0.69 1 101.9 0.003
 0.72 1 101.85 0.003
 0.75 1 101.775 0.003
 0.78 1 101.725 0.003
 0.81 4 101.65 0.003
 0.84 7 101.6 0.003
 0.87 10 101.575 0.003
 0.9 12 101.525 0.003
 0.93 15 101.475 0.003
 0.96 18 101.45 0.003
 0.99 19 101.4 0.003
 1.02 20 101.375 0.003
 1.05 22 101.35 0.003
 1.08 22 101.325 0.003
 1.11 27 101.275 0.003
 1.14 30 101.25 0.003
 1.17 32 101.225 0.003
 1.2 33 101.2 0.003
 1.23 34 101.2 0.003
 1.26 35 101.175 0.003
 1.29 36 101.15 0.003
 1.32 37 101.125 0.003
 1.35 38 101.1 0.003
 1.38 39 101.1 0.003
 1.41 40 101.075 0.003
 1.44 41 101.05 0.003
 1.47 42 101.05 0.003
 1.5 43 101.025 0.003
 0 0 600 0.0035
 0.03 0 600 0.0035
 0.06 0 600 0.0035
 0.09 0 600 0.0035
 0.12 0 600 0.0035
 0.15 0 600 0.0035
 0.18 0 600 0.0035
 0.21 0 600 0.0035
 0.24 0 600 0.0035
 0.27 0 600 0.0035
 0.3 0 600 0.0035
 0.33 0 600 0.0035
 0.36 0 600 0.0035
 0.39 1 103.675 0.0035
 0.42 1 103.25 0.0035
 0.45 1 102.975 0.0035
 0.48 1 102.75 0.0035
 0.51 1 102.575 0.0035
 0.54 1 102.425 0.0035
 0.57 1 102.3 0.0035
 0.6 1 102.175 0.0035
 0.63 1 102.075 0.0035
 0.66 1 102 0.0035
 0.69 1 101.925 0.0035
 0.72 1 101.85 0.0035
 0.75 1 101.775 0.0035
 0.78 1 101.725 0.0035
 0.81 1 101.675 0.0035
 0.84 1 101.6 0.0035
 0.87 1 101.575 0.0035
 0.9 1 101.525 0.0035
 0.93 1 101.475 0.0035
 0.96 1 101.45 0.0035
 0.99 4 101.4 0.0035
 1.02 7 101.375 0.0035
 1.05 10 101.35 0.0035
 1.08 11 101.325 0.0035
 1.11 14 101.275 0.0035
 1.14 16 101.25 0.0035
 1.17 17 101.225 0.0035
 1.2 19 101.2 0.0035
 1.23 21 101.175 0.0035
 1.26 21 101.175 0.0035
 1.29 22 101.15 0.0035
 1.32 24 101.125 0.0035
 1.35 25 101.1 0.0035
 1.38 25 101.1 0.0035
 1.41 26 101.075 0.0035
 1.44 29 101.05 0.0035
 1.47 29 101.05 0.0035
 1.5 34 101.025 0.0035
 0 0 600 0.004
 0.03 0 600 0.004
 0.06 0 600 0.004
 0.09 0 600 0.004
 0.12 0 600 0.004
 0.15 0 600 0.004
 0.18 0 600 0.004
 0.21 0 600 0.004
 0.24 0 600 0.004
 0.27 0 600 0.004
 0.3 0 600 0.004
 0.33 0 600 0.004
 0.36 0 600 0.004
 0.39 0 600 0.004
 0.42 1 103.375 0.004
 0.45 1 103.025 0.004
 0.48 1 102.775 0.004
 0.51 1 102.6 0.004
 0.54 1 102.45 0.004
 0.57 1 102.3 0.004
 0.6 1 102.2 0.004
 0.63 1 102.1 0.004
 0.66 1 102 0.004
 0.69 1 101.925 0.004
 0.72 1 101.85 0.004
 0.75 1 101.775 0.004
 0.78 1 101.725 0.004
 0.81 1 101.675 0.004
 0.84 1 101.6 0.004
 0.87 1 101.575 0.004
 0.9 1 101.525 0.004
 0.93 1 101.475 0.004
 0.96 1 101.45 0.004
 0.99 1 101.4 0.004
 1.02 1 101.375 0.004
 1.05 1 101.35 0.004
 1.08 1 101.3 0.004
 1.11 1 101.275 0.004
 1.14 1 101.25 0.004
 1.17 5 101.225 0.004
 1.2 7 101.2 0.004
 1.23 9 101.175 0.004
 1.26 11 101.175 0.004
 1.29 12 101.15 0.004
 1.32 14 101.125 0.004
 1.35 16 101.1 0.004
 1.38 16 101.075 0.004
 1.41 18 101.075 0.004
 1.44 19 101.05 0.004
 1.47 20 101.025 0.004
 1.5 23 101.025 0.004
 0 0 600 0.0045
 0.03 0 600 0.0045
 0.06 0 600 0.0045
 0.09 0 600 0.0045
 0.12 0 600 0.0045
 0.15 0 600 0.0045
 0.18 0 600 0.0045
 0.21 0 600 0.0045
 0.24 0 600 0.0045
 0.27 0 600 0.0045
 0.3 0 600 0.0045
 0.33 0 600 0.0045
 0.36 0 600 0.0045
 0.39 0 600 0.0045
 0.42 1 103.7 0.0045
 0.45 1 103.125 0.0045
 0.48 1 102.825 0.0045
 0.51 1 102.625 0.0045
 0.54 1 102.45 0.0045
 0.57 1 102.325 0.0045
 0.6 1 102.2 0.0045
 0.63 1 102.1 0.0045
 0.66 1 102 0.0045
 0.69 1 101.925 0.0045
 0.72 1 101.85 0.0045
 0.75 1 101.775 0.0045
 0.78 1 101.725 0.0045
 0.81 1 101.675 0.0045
 0.84 1 101.625 0.0045
 0.87 1 101.575 0.0045
 0.9 1 101.525 0.0045
 0.93 1 101.475 0.0045
 0.96 1 101.45 0.0045
 0.99 1 101.4 0.0045
 1.02 1 101.375 0.0045
 1.05 1 101.35 0.0045
 1.08 1 101.3 0.0045
 1.11 1 101.275 0.0045
 1.14 1 101.25 0.0045
 1.17 1 101.225 0.0045
 1.2 1 101.2 0.0045
 1.23 1 101.175 0.0045
 1.26 1 101.15 0.0045
 1.29 1 101.15 0.0045
 1.32 2 101.125 0.0045
 1.35 4 101.1 0.0045
 1.38 6 101.075 0.0045
 1.41 8 101.075 0.0045
 1.44 10 101.05 0.0045
 1.47 12 101.025 0.0045
 1.5 14 101.025 0.0045
 0 0 600 0.005
 0.03 0 600 0.005
 0.06 0 600 0.005
 0.09 0 600 0.005
 0.12 0 600 0.005
 0.15 0 600 0.005
 0.18 0 600 0.005
 0.21 0 600 0.005
 0.24 0 600 0.005
 0.27 0 600 0.005
 0.3 0 600 0.005
 0.33 0 600 0.005
 0.36 0 600 0.005
 0.39 0 600 0.005
 0.42 0 600 0.005
 0.45 1 103.275 0.005
 0.48 1 102.9 0.005
 0.51 1 102.65 0.005
 0.54 1 102.475 0.005
 0.57 1 102.35 0.005
 0.6 1 102.225 0.005
 0.63 1 102.1 0.005
 0.66 1 102 0.005
 0.69 1 101.925 0.005
 0.72 1 101.85 0.005
 0.75 1 101.775 0.005
 0.78 1 101.725 0.005
 0.81 1 101.675 0.005
 0.84 1 101.625 0.005
 0.87 1 101.575 0.005
 0.9 1 101.525 0.005
 0.93 1 101.475 0.005
 0.96 1 101.45 0.005
 0.99 1 101.4 0.005
 1.02 1 101.375 0.005
 1.05 1 101.35 0.005
 1.08 1 101.3 0.005
 1.11 1 101.275 0.005
 1.14 1 101.25 0.005
 1.17 1 101.225 0.005
 1.2 1 101.2 0.005
 1.23 1 101.175 0.005
 1.26 1 101.15 0.005
 1.29 1 101.15 0.005
 1.32 1 101.125 0.005
 1.35 1 101.1 0.005
 1.38 1 101.075 0.005
 1.41 1 101.075 0.005
 1.44 1 101.05 0.005
 1.47 1 101.025 0.005
 1.5 1 101.025 0.005
 0 0 600 0.0055
 0.03 0 600 0.0055
 0.06 0 600 0.0055
 0.09 0 600 0.0055
 0.12 0 600 0.0055
 0.15 0 600 0.0055
 0.18 0 600 0.0055
 0.21 0 600 0.0055
 0.24 0 600 0.0055
 0.27 0 600 0.0055
 0.3 0 600 0.0055
 0.33 0 600 0.0055
 0.36 0 600 0.0055
 0.39 0 600 0.0055
 0.42 0 600 0.0055
 0.45 0 600 0.0055
 0.48 1 103 0.0055
 0.51 1 102.7 0.0055
 0.54 1 102.5 0.0055
 0.57 1 102.35 0.0055
 0.6 1 102.225 0.0055
 0.63 1 102.125 0.0055
 0.66 1 102.025 0.0055
 0.69 1 101.925 0.0055
 0.72 1 101.85 0.0055
 0.75 1 101.8 0.0055
 0.78 1 101.725 0.0055
 0.81 1 101.675 0.0055
 0.84 1 101.625 0.0055
 0.87 1 101.575 0.0055
 0.9 1 101.525 0.0055
 0.93 1 101.475 0.0055
 0.96 1 101.45 0.0055
 0.99 1 101.4 0.0055
 1.02 1 101.375 0.0055
 1.05 1 101.35 0.0055
 1.08 1 101.3 0.0055
 1.11 1 101.275 0.0055
 1.14 1 101.25 0.0055
 1.17 1 101.225 0.0055
 1.2 1 101.2 0.0055
 1.23 1 101.175 0.0055
 1.26 1 101.15 0.0055
 1.29 1 101.125 0.0055
 1.32 1 101.125 0.0055
 1.35 1 101.1 0.0055
 1.38 1 101.075 0.0055
 1.41 1 101.05 0.0055
 1.44 1 101.05 0.0055
 1.47 1 101.025 0.0055
 1.5 1 101.025 0.0055
 0 0 600 0.006
 0.03 0 600 0.006
 0.06 0 600 0.006
 0.09 0 600 0.006
 0.12 0 600 0.006
 0.15 0 600 0.006
 0.18 0 600 0.006
 0.21 0 600 0.006
 0.24 0 600 0.006
 0.27 0 600 0.006
 0.3 0 600 0.006
 0.33 0 600 0.006
 0.36 0 600 0.006
 0.39 0 600 0.006
 0.42 0 600 0.006
 0.45 0 600 0.006
 0.48 1 103.225 0.006
 0.51 1 102.775 0.006
 0.54 1 102.55 0.006
 0.57 1 102.375 0.006
 0.6 1 102.25 0.006
 0.63 1 102.125 0.006
 0.66 1 102.025 0.006
 0.69 1 101.95 0.006
 0.72 1 101.85 0.006
 0.75 1 101.8 0.006
 0.78 1 101.725 0.006
 0.81 1 101.675 0.006
 0.84 1 101.625 0.006
 0.87 1 101.575 0.006
 0.9 1 101.525 0.006
 0.93 1 101.475 0.006
 0.96 1 101.45 0.006
 0.99 1 101.4 0.006
 1.02 1 101.375 0.006
 1.05 1 101.325 0.006
 1.08 1 101.3 0.006
 1.11 1 101.275 0.006
 1.14 1 101.25 0.006
 1.17 1 101.225 0.006
 1.2 1 101.2 0.006
 1.23 1 101.175 0.006
 1.26 1 101.15 0.006
 1.29 1 101.125 0.006
 1.32 1 101.125 0.006
 1.35 1 101.1 0.006
 1.38 1 101.075 0.006
 1.41 1 101.05 0.006
 1.44 1 101.05 0.006
 1.47 1 101.025 0.006
 1.5 1 101.025 0.006
 0 0 600 0.0065
 0.03 0 600 0.0065
 0.06 0 600 0.0065
 0.09 0 600 0.0065
 0.12 0 600 0.0065
 0.15 0 600 0.0065
 0.18 0 600 0.0065
 0.21 0 600 0.0065
 0.24 0 600 0.0065
 0.27 0 600 0.0065
 0.3 0 600 0.0065
 0.33 0 600 0.0065
 0.36 0 600 0.0065
 0.39 0 600 0.0065
 0.42 0 600 0.0065
 0.45 0 600 0.0065
 0.48 0 600 0.0065
 0.51 1 102.875 0.0065
 0.54 1 102.6 0.0065
 0.57 1 102.4 0.0065
 0.6 1 102.25 0.0065
 0.63 1 102.15 0.0065
 0.66 1 102.05 0.0065
 0.69 1 101.95 0.0065
 0.72 1 101.875 0.0065
 0.75 1 101.8 0.0065
 0.78 1 101.725 0.0065
 0.81 1 101.675 0.0065
 0.84 1 101.625 0.0065
 0.87 1 101.575 0.0065
 0.9 1 101.525 0.0065
 0.93 1 101.475 0.0065
 0.96 1 101.45 0.0065
 0.99 1 101.4 0.0065
 1.02 1 101.375 0.0065
 1.05 1 101.325 0.0065
 1.08 1 101.3 0.0065
 1.11 1 101.275 0.0065
 1.14 1 101.25 0.0065
 1.17 1 101.225 0.0065
 1.2 1 101.2 0.0065
 1.23 1 101.175 0.0065
 1.26 1 101.15 0.0065
 1.29 1 101.125 0.0065
 1.32 1 101.125 0.0065
 1.35 1 101.1 0.0065
 1.38 1 101.075 0.0065
 1.41 1 101.05 0.0065
 1.44 1 101.05 0.0065
 1.47 1 101.025 0.0065
 1.5 1 101 0.0065
 0 0 600 0.007
 0.03 0 600 0.007
 0.06 0 600 0.007
 0.09 0 600 0.007
 0.12 0 600 0.007
 0.15 0 600 0.007
 0.18 0 600 0.007
 0.21 0 600 0.007
 0.24 0 600 0.007
 0.27 0 600 0.007
 0.3 0 600 0.007
 0.33 0 600 0.007
 0.36 0 600 0.007
 0.39 0 600 0.007
 0.42 0 600 0.007
 0.45 0 600 0.007
 0.48 0 600 0.007
 0.51 1 103.325 0.007
 0.54 1 102.65 0.007
 0.57 1 102.45 0.007
 0.6 1 102.275 0.007
 0.63 1 102.15 0.007
 0.66 1 102.05 0.007
 0.69 1 101.95 0.007
 0.72 1 101.875 0.007
 0.75 1 101.8 0.007
 0.78 1 101.725 0.007
 0.81 1 101.675 0.007
 0.84 1 101.625 0.007
 0.87 1 101.575 0.007
 0.9 1 101.525 0.007
 0.93 1 101.475 0.007
 0.96 1 101.45 0.007
 0.99 1 101.4 0.007
 1.02 1 101.375 0.007
 1.05 1 101.325 0.007
 1.08 1 101.3 0.007
 1.11 1 101.275 0.007
 1.14 1 101.25 0.007
 1.17 1 101.225 0.007
 1.2 1 101.2 0.007
 1.23 1 101.175 0.007
 1.26 1 101.15 0.007
 1.29 1 101.125 0.007
 1.32 1 101.125 0.007
 1.35 1 101.1 0.007
 1.38 1 101.075 0.007
 1.41 1 101.05 0.007
 1.44 1 101.05 0.007
 1.47 1 101.025 0.007
 1.5 1 101 0.007
 0 0 600 0.0075
 0.03 0 600 0.0075
 0.06 0 600 0.0075
 0.09 0 600 0.0075
 0.12 0 600 0.0075
 0.15 0 600 0.0075
 0.18 0 600 0.0075
 0.21 0 600 0.0075
 0.24 0 600 0.0075
 0.27 0 600 0.0075
 0.3 0 600 0.0075
 0.33 0 600 0.0075
 0.36 0 600 0.0075
 0.39 0 600 0.0075
 0.42 0 600 0.0075
 0.45 0 600 0.0075
 0.48 0 600 0.0075
 0.51 0 600 0.0075
 0.54 1 102.775 0.0075
 0.57 1 102.475 0.0075
 0.6 1 102.3 0.0075
 0.63 1 102.175 0.0075
 0.66 1 102.05 0.0075
 0.69 1 101.975 0.0075
 0.72 1 101.875 0.0075
 0.75 1 101.8 0.0075
 0.78 1 101.75 0.0075
 0.81 1 101.675 0.0075
 0.84 1 101.625 0.0075
 0.87 1 101.575 0.0075
 0.9 1 101.525 0.0075
 0.93 1 101.475 0.0075
 0.96 1 101.45 0.0075
 0.99 1 101.4 0.0075
 1.02 1 101.375 0.0075
 1.05 1 101.325 0.0075
 1.08 1 101.3 0.0075
 1.11 1 101.275 0.0075
 1.14 1 101.25 0.0075
 1.17 1 101.225 0.0075
 1.2 1 101.2 0.0075
 1.23 1 101.175 0.0075
 1.26 1 101.15 0.0075
 1.29 1 101.125 0.0075
 1.32 1 101.1 0.0075
 1.35 1 101.1 0.0075
 1.38 1 101.075 0.0075
 1.41 1 101.05 0.0075
 1.44 1 101.05 0.0075
 1.47 1 101.025 0.0075
 1.5 1 101 0.0075
 0 0 600 0.008
 0.03 0 600 0.008
 0.06 0 600 0.008
 0.09 0 600 0.008
 0.12 0 600 0.008
 0.15 0 600 0.008
 0.18 0 600 0.008
 0.21 0 600 0.008
 0.24 0 600 0.008
 0.27 0 600 0.008
 0.3 0 600 0.008
 0.33 0 600 0.008
 0.36 0 600 0.008
 0.39 0 600 0.008
 0.42 0 600 0.008
 0.45 0 600 0.008
 0.48 0 600 0.008
 0.51 0 600 0.008
 0.54 0 600 0.008
 0.57 1 102.55 0.008
 0.6 1 102.325 0.008
 0.63 1 102.2 0.008
 0.66 1 102.075 0.008
 0.69 1 101.975 0.008
 0.72 1 101.9 0.008
 0.75 1 101.8 0.008
 0.78 1 101.75 0.008
 0.81 1 101.675 0.008
 0.84 1 101.625 0.008
 0.87 1 101.575 0.008
 0.9 1 101.525 0.008
 0.93 1 101.475 0.008
 0.96 1 101.45 0.008
 0.99 1 101.4 0.008
 1.02 1 101.375 0.008
 1.05 1 101.325 0.008
 1.08 1 101.3 0.008
 1.11 1 101.275 0.008
 1.14 1 101.25 0.008
 1.17 1 101.225 0.008
 1.2 1 101.2 0.008
 1.23 1 101.175 0.008
 1.26 1 101.15 0.008
 1.29 1 101.125 0.008
 1.32 1 101.1 0.008
 1.35 1 101.1 0.008
 1.38 1 101.075 0.008
 1.41 1 101.05 0.008
 1.44 1 101.05 0.008
 1.47 1 101.025 0.008
 1.5 1 101 0.008
 0 0 600 0.0085
 0.03 0 600 0.0085
 0.06 0 600 0.0085
 0.09 0 600 0.0085
 0.12 0 600 0.0085
 0.15 0 600 0.0085
 0.18 0 600 0.0085
 0.21 0 600 0.0085
 0.24 0 600 0.0085
 0.27 0 600 0.0085
 0.3 0 600 0.0085
 0.33 0 600 0.0085
 0.36 0 600 0.0085
 0.39 0 600 0.0085
 0.42 0 600 0.0085
 0.45 0 600 0.0085
 0.48 0 600 0.0085
 0.51 0 600 0.0085
 0.54 0 600 0.0085
 0.57 1 102.65 0.0085
 0.6 1 102.375 0.0085
 0.63 1 102.225 0.0085
 0.66 1 102.1 0.0085
 0.69 1 101.975 0.0085
 0.72 1 101.9 0.0085
 0.75 1 101.825 0.0085
 0.78 1 101.75 0.0085
 0.81 1 101.675 0.0085
 0.84 1 101.625 0.0085
 0.87 1 101.575 0.0085
 0.9 1 101.525 0.0085
 0.93 1 101.475 0.0085
 0.96 1 101.45 0.0085
 0.99 1 101.4 0.0085
 1.02 1 101.375 0.0085
 1.05 1 101.325 0.0085
 1.08 1 101.3 0.0085
 1.11 1 101.275 0.0085
 1.14 1 101.25 0.0085
 1.17 1 101.225 0.0085
 1.2 1 101.2 0.0085
 1.23 1 101.175 0.0085
 1.26 1 101.15 0.0085
 1.29 1 101.125 0.0085
 1.32 1 101.1 0.0085
 1.35 1 101.1 0.0085
 1.38 1 101.075 0.0085
 1.41 1 101.05 0.0085
 1.44 1 101.05 0.0085
 1.47 1 101.025 0.0085
 1.5 1 101 0.0085
 0 0 600 0.009
 0.03 0 600 0.009
 0.06 0 600 0.009
 0.09 0 600 0.009
 0.12 0 600 0.009
 0.15 0 600 0.009
 0.18 0 600 0.009
 0.21 0 600 0.009
 0.24 0 600 0.009
 0.27 0 600 0.009
 0.3 0 600 0.009
 0.33 0 600 0.009
 0.36 0 600 0.009
 0.39 0 600 0.009
 0.42 0 600 0.009
 0.45 0 600 0.009
 0.48 0 600 0.009
 0.51 0 600 0.009
 0.54 0 600 0.009
 0.57 0 600 0.009
 0.6 1 102.425 0.009
 0.63 1 102.25 0.009
 0.66 1 102.1 0.009
 0.69 1 102 0.009
 0.72 1 101.9 0.009
 0.75 1 101.825 0.009
 0.78 1 101.75 0.009
 0.81 1 101.7 0.009
